step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
323,CASH_OUT,30866.7,C737390499,0,0,C6200517,1986443.69,2017310.39,No,0
327,PAYMENT,22020.96,C595752501,52755.83,30734.87,M1875238573,0,0,No,0
596,CASH_IN,40710.13,C311109834,261,40971.13,C1980537146,5055.47,0,No,0
355,PAYMENT,5521.67,C433839592,9087,3565.33,M2101735925,0,0,No,0
41,CASH_OUT,255430.94,C1092080217,302020,46589.06,C1926949256,64114.99,477455.95,No,0
402,CASH_OUT,3674.37,C140047574,0,0,C685294821,1902776.43,1840415.2,No,0
206,CASH_OUT,162338.58,C1455717975,10087,0,C1144068861,83008.99,245347.57,No,0
226,CASH_OUT,285107.35,C1955726301,11252,0,C1683033218,803075.96,1088183.31,No,0
345,TRANSFER,132973.41,C1231621270,132973.41,0,C463737708,0,0,Si,0
13,CASH_IN,442833.29,C1040015236,450614.52,893447.81,C636264971,616106.56,173273.26,No,0
17,PAYMENT,8601.4,C1654537807,0,0,M1135511601,0,0,No,0
18,CASH_OUT,152270.89,C410702040,48,0,C1023893450,153,141906.86,No,0
163,CASH_IN,9864.5,C49728922,49785,59649.5,C995358541,0,0,No,0
348,CASH_IN,160465.52,C633365135,9779606.35,9940071.87,C1294857265,2434934.83,2274469.31,No,0
161,CASH_IN,52519.64,C1349731571,5731771.28,5784290.92,C1325861583,18337297.72,18284778.08,No,0
226,TRANSFER,1195609.6,C1957975828,166946,0,C1012224714,14367.6,1209977.2,No,0
15,PAYMENT,17892.06,C1517312314,38967.27,21075.22,M2114294859,0,0,No,0
9,CASH_IN,245287.21,C522808927,6762158.65,7007445.86,C1934678670,313027.91,67740.71,No,0
351,CASH_OUT,348.38,C1067431361,0,0,C2121258728,682865.83,683214.22,No,0
185,CASH_OUT,448265.08,C968159890,448265.08,0,C51754444,5805622.24,6253887.32,Si,0
36,CASH_OUT,191625.93,C947735028,154935,0,C1218266679,28256.5,219882.43,No,0
307,CASH_OUT,120743.63,C50349861,66755,0,C222954941,223853.47,344597.11,No,0
305,TRANSFER,427902.69,C1087162931,0,0,C1388558888,1176324.08,1604226.78,No,0
399,TRANSFER,333954.61,C2021998844,31891.48,0,C835908527,808207.83,1142162.43,No,0
185,CASH_OUT,135069.17,C2080407715,99577,0,C891122292,0,135069.17,No,0
208,CASH_IN,218858.42,C1646769016,49854,268712.42,C1836327815,122883.36,0,No,0
157,CASH_IN,788.34,C260381180,3908851.4,3909639.74,C726989702,3223587.35,3222799.01,No,0
181,CASH_OUT,517489.61,C1437508675,974,0,C2008797422,0,517489.61,No,0
228,CASH_IN,409815.33,C1333135319,11300,421115.33,C425612492,0,0,No,0
596,CASH_OUT,239276.2,C1118863280,0,0,C1142414857,944191.72,1183467.93,No,0
41,CASH_IN,218761.9,C107780728,569808,788569.9,C23146240,0,0,No,0
255,PAYMENT,7217.05,C1994130326,105010.91,97793.86,M1964374826,0,0,No,0
592,CASH_IN,308162.72,C2028323061,6082704.77,6390867.48,C232278505,1564587.03,1256424.31,No,0
311,PAYMENT,38883.62,C2000021538,0,0,M331295676,0,0,No,0
14,PAYMENT,3832.74,C1911227360,19872,16039.26,M1299053736,0,0,No,0
20,PAYMENT,623.45,C514236274,0,0,M2130211678,0,0,No,0
236,CASH_IN,278478.61,C176524510,597565.34,876043.95,C1002917763,4433301.47,4265994.25,No,0
301,CASH_IN,228742.39,C674122903,1692466.02,1921208.41,C312877529,3226594.66,2997852.28,No,0
546,CASH_IN,276480.26,C2084844690,144936.2,421416.46,C490020191,1184664.81,908184.55,No,0
20,CASH_OUT,453893.81,C1732851986,0,0,C974115570,3521170.38,3975064.19,No,0
255,CASH_IN,169022.94,C2020478634,795791,964813.94,C416577895,123412.93,0,No,0
303,PAYMENT,12978.74,C1100204183,0,0,M724017551,0,0,No,0
235,PAYMENT,192.34,C165673171,0,0,M947518969,0,0,No,0
259,PAYMENT,4028,C639675293,9878,5850,M31920349,0,0,No,0
348,PAYMENT,14405.85,C567123791,0,0,M786588370,0,0,No,0
308,CASH_OUT,98366.47,C2134314662,0,0,C1098175424,284639.58,383006.05,No,0
157,CASH_OUT,106175.07,C506609171,0,0,C549392502,664227.89,770402.95,No,0
161,CASH_OUT,45959.87,C1093095020,9854,0,C935130853,0,45959.87,No,0
134,CASH_OUT,284926.67,C1889479311,13165.06,0,C777353447,1587991.82,1872918.49,No,0
44,PAYMENT,2719.29,C649913618,0,0,M1494620944,0,0,No,0
47,TRANSFER,667043.9,C1221718544,667043.9,0,C29028630,0,0,Si,0
157,CASH_OUT,101701.87,C1623156505,0,0,C1282337018,1157634.89,1259336.76,No,0
135,CASH_IN,244067.03,C325794789,10373132.33,10617199.37,C974485162,2250443.82,2006376.79,No,0
323,CASH_OUT,242729.81,C811737207,0,0,C1866851615,6606810.74,6849540.55,No,0
33,CASH_OUT,70683.53,C1772112148,0,0,C2008189360,1304013.78,1374697.3,No,0
116,TRANSFER,522465.43,C61912705,522465.43,0,C539442999,0,0,Si,0
164,CASH_OUT,247030.47,C299608040,0,0,C1556584280,4209397.38,4456427.85,No,0
43,CASH_OUT,56146.34,C381898861,40193,0,C491204494,0,56146.34,No,0
327,CASH_OUT,314497.4,C170662232,68394,0,C857465400,323853.11,638350.51,No,0
187,CASH_OUT,157689.45,C537450334,0,0,C1866887606,1584276.64,1741966.08,No,0
203,CASH_IN,43815.72,C2101992978,10945437.11,10989252.82,C97204833,795993.57,752177.85,No,0
204,CASH_IN,23487.38,C1020307073,13119,36606.38,C1041343942,797063.25,773575.86,No,0
476,TRANSFER,818015.93,C458263747,1203,0,C1709480640,1326805.65,2144821.58,No,0
276,TRANSFER,318184.94,C2119507641,0,0,C1334705728,1246129.78,1564314.72,No,0
371,PAYMENT,29205.86,C2063200642,70388,41182.14,M1901377973,0,0,No,0
251,PAYMENT,5878.79,C295420193,0,0,M1657668886,0,0,No,0
358,CASH_OUT,320743.38,C570838210,0,0,C2049918126,353795.98,674539.36,No,0
370,CASH_IN,138298.06,C1304681242,8575,146873.06,C1447706537,1277374.76,1139076.7,No,0
278,PAYMENT,1154.98,C131447881,6054.92,4899.94,M1886278222,0,0,No,0
156,CASH_OUT,209729.64,C1579028992,473958,264228.36,C1333908466,36148472.83,36358202.47,No,0
15,TRANSFER,678200.73,C117280733,240,0,C1839635469,860374.14,1633715.07,No,0
369,CASH_OUT,185462.36,C261614079,0,0,C147147057,259819.49,445281.85,No,0
234,CASH_OUT,154277.32,C1892485804,0,0,C1855656453,266192.66,420469.98,No,0
395,CASH_OUT,200681.26,C1152432816,0,0,C481921084,2100490.33,2597675.19,No,0
8,PAYMENT,6581.47,C1636770273,31130,24548.53,M1856509153,0,0,No,0
212,CASH_IN,257419.85,C1006053023,4672704.91,4930124.76,C378086327,968954.92,711535.08,No,0
14,PAYMENT,6160.34,C864164163,0,0,M747553580,0,0,No,0
17,CASH_OUT,116434.08,C1066271524,32201,0,C2053174351,0,116434.08,No,0
135,CASH_OUT,60646.82,C1591547495,60646.82,0,C1132157369,43264.78,103911.6,Si,0
396,PAYMENT,23837.55,C1050398012,212274.5,188436.96,M232568522,0,0,No,0
370,TRANSFER,84992.79,C569745671,0,0,C318224484,186193.47,334891.1,No,0
358,TRANSFER,229603.89,C631566446,23284,0,C1053017941,8502826.78,8732430.67,No,0
455,PAYMENT,9561.84,C1917239311,14678,5116.16,M1542534056,0,0,No,0
416,PAYMENT,474.98,C380279268,20586,20111.02,M827467932,0,0,No,0
378,TRANSFER,326158.37,C1292457651,105988,0,C1958332546,52896.7,379055.08,No,0
133,CASH_OUT,528249.05,C1788042130,31783,0,C1501068939,144932.3,673181.35,No,0
12,CASH_OUT,473706.65,C390774896,50086,0,C349791607,90506,239683.87,No,0
370,PAYMENT,11046.17,C597177543,33374,22327.83,M1772947488,0,0,No,0
299,CASH_OUT,78249.17,C2075298212,11463,0,C128113489,1936557.39,2014806.56,No,0
314,PAYMENT,16252.09,C1424549449,0,0,M2016762834,0,0,No,0
281,CASH_OUT,43941.38,C400355762,6187,0,C202180351,47858.59,91799.98,No,0
209,CASH_OUT,65653.41,C68824117,0,0,C2111187435,205511.79,271165.21,No,0
12,CASH_OUT,156533.58,C858157828,1189,0,C80979254,659064,815597.58,No,0
136,CASH_IN,218076.72,C1977442801,8194462.88,8412539.6,C1011413892,975367.72,757291,No,0
23,CASH_OUT,165023.02,C2061645774,406181.85,241158.82,C980593736,234506.41,399529.44,No,0
403,CASH_OUT,949979.11,C971577416,949979.11,0,C1652005697,0,949979.11,Si,0
161,PAYMENT,20946.68,C110368533,121462.47,100515.79,M143946696,0,0,No,0
473,CASH_OUT,70239.81,C867506541,70239.81,0,C1424690592,255444.42,325684.23,Si,0
692,PAYMENT,1517.78,C8577178,0,0,M106043010,0,0,No,0
16,PAYMENT,1304.92,C1087849645,917014.78,915709.86,M869947406,0,0,No,0
306,CASH_OUT,81087.4,C145965689,109925,28837.6,C1639830242,798516.79,879604.19,No,0
331,PAYMENT,15484.72,C1331786604,41569,26084.28,M533625983,0,0,No,0
188,PAYMENT,8164.77,C1883337587,287375.45,279210.69,M2001805676,0,0,No,0
18,TRANSFER,343934.26,C1545419994,298602.13,0,C23538972,345963.21,689897.46,No,0
346,CASH_IN,51606.12,C1918321978,136894.89,188501.01,C765025962,3679576.74,3627970.62,No,0
42,PAYMENT,3838.76,C231684021,0,0,M74030709,0,0,No,0
261,PAYMENT,37831.05,C1523675624,100896.11,63065.07,M440132695,0,0,No,0
333,PAYMENT,11558.29,C270001548,0,0,M702448242,0,0,No,0
407,CASH_OUT,312955.14,C2134322170,312955.14,0,C2083154872,18559.06,331514.2,Si,0
188,CASH_IN,64227.57,C38166522,4863025.81,4927253.38,C488209484,1276732.05,1212504.47,No,0
36,PAYMENT,17345.9,C1521964165,895,0,M397460614,0,0,No,0
9,PAYMENT,6788.36,C1659546845,0,0,M1665286525,0,0,No,0
335,TRANSFER,684341.02,C579119306,0,0,C627675433,21106497.96,21790838.98,No,0
206,CASH_OUT,83892.9,C56700578,53795,0,C2116825742,54630.43,138523.33,No,0
528,CASH_OUT,181224.98,C1087737188,181224.98,0,C2145025000,23302.75,204527.73,Si,0
179,CASH_OUT,324912.71,C1202674456,147170,0,C330583472,125106.68,450019.39,No,0
284,PAYMENT,2586.05,C112186795,0,0,M1539760092,0,0,No,0
351,PAYMENT,25434.07,C1994119422,0,0,M495551391,0,0,No,0
138,CASH_OUT,139630.15,C1725388130,9066,0,C847961227,230705.69,370335.84,No,0
401,CASH_OUT,125822.44,C8451222,125822.44,0,C1787543142,0,125822.44,Si,0
395,CASH_OUT,312215.22,C1055044938,938,0,C417970817,148227.83,460443.06,No,0
35,CASH_OUT,352651.1,C754632339,0,0,C916690965,557457.23,910108.33,No,0
399,TRANSFER,552604.67,C1323218979,31373,0,C809742341,383602.29,936206.96,No,0
137,TRANSFER,165508.19,C306933789,0,0,C1753778453,920560.3,1086068.49,No,0
233,CASH_OUT,27136.85,C910832637,106974,79837.15,C500084466,39877.39,67014.23,No,0
369,TRANSFER,866645.34,C1477379323,0,0,C1620230261,2925310.34,3791955.68,No,0
15,PAYMENT,1646.83,C883213635,0,0,M2138715478,0,0,No,0
383,PAYMENT,12906.37,C1410207324,66915,54008.63,M1512470425,0,0,No,0
681,TRANSFER,349699.4,C1283634277,561412,211712.6,C791131812,166199.43,515898.83,No,0
369,DEBIT,13969.19,C1167234379,30887,16917.81,C417355967,102762.02,116731.21,No,0
327,PAYMENT,7403.56,C1275347456,33551,26147.44,M115286109,0,0,No,0
303,CASH_IN,90367.81,C840420142,532027.53,622395.34,C1169856984,1400490.67,1310122.85,No,0
235,CASH_OUT,196808.49,C972335106,0,0,C223464938,4935812.62,5132621.11,No,0
394,CASH_IN,129611.99,C443934633,2004877.01,2134489,C533238339,2138415.08,2008803.08,No,0
191,CASH_OUT,129119.36,C1872411605,8051,0,C1583590109,14262084.13,14391203.48,No,0
349,CASH_OUT,199868.81,C24862549,0,0,C1952955747,458285.86,658154.67,No,0
371,CASH_IN,17311.49,C768241586,1607793.07,1625104.56,C305257854,3609401.69,3560755.82,No,0
160,CASH_IN,217518.21,C1951227255,22979,240497.21,C927654211,8191294.33,7973776.12,No,0
179,CASH_OUT,164370.95,C862457331,439,0,C715933779,0,164370.95,No,0
186,PAYMENT,10031.69,C1799083607,2075,0,M1932198424,0,0,No,0
352,PAYMENT,999.56,C457268532,37403.88,36404.32,M1992997969,0,0,No,0
140,CASH_OUT,6644.14,C2059916167,0,0,C1509258452,605412.4,612056.54,No,0
374,PAYMENT,15951.55,C1010573478,0,0,M1077015368,0,0,No,0
37,TRANSFER,365844.59,C1585616677,0,0,C2084685119,872203.2,1272166.72,No,0
202,CASH_OUT,151104.28,C1477887981,0,0,C707965723,2738276.98,2889381.26,No,0
18,CASH_IN,106936.5,C2101337934,34628,141564.5,C982997256,5692067.13,5585130.63,No,0
227,CASH_OUT,256679.57,C682494840,0,0,C707255289,1280628.8,1537308.38,No,0
13,PAYMENT,24684.69,C1161372247,105685,81000.31,M213550209,0,0,No,0
39,TRANSFER,238889.61,C1824681360,624,0,C747227797,460000.71,698890.32,No,0
230,PAYMENT,33873.64,C1749948094,0,0,M543398447,0,0,No,0
397,CASH_IN,180725.53,C1932099730,0,180725.53,C1981008502,354085.13,173359.6,No,0
53,CASH_OUT,1631640.02,C1732115289,1631640.02,0,C262978946,705298.87,2336938.89,Si,0
164,CASH_IN,265585.27,C587053376,7642852.59,7908437.86,C427762732,361794.75,96209.47,No,0
353,CASH_OUT,22584,C1856109006,206085,183501,C657572366,176582.2,199166.19,No,0
296,TRANSFER,40593.23,C1712808449,40593.23,0,C1997838913,0,0,Si,0
726,CASH_OUT,3547010.54,C456762120,3547010.54,0,C1618899924,134668.9,3681679.44,Si,0
273,CASH_OUT,95879.08,C1280810170,36193,0,C1871977965,0,95879.08,No,0
354,CASH_IN,107737.39,C1663664102,812474.07,920211.46,C1318000903,935472.92,827735.53,No,0
190,CASH_OUT,251708.48,C2119537479,0,0,C662912086,693430.67,945139.16,No,0
18,CASH_OUT,297439.99,C1911879250,0,0,C2052247930,1388376.03,1685816.02,No,0
371,CASH_OUT,201400.48,C1375877115,0,0,C510144495,1192538.67,1393939.14,No,0
301,CASH_OUT,257028.47,C1129272462,51782,0,C1700660528,4025975.02,4283003.48,No,0
349,CASH_IN,262922.82,C1802128042,2263977.24,2526900.06,C536233863,1201638.38,938715.56,No,0
18,PAYMENT,743.14,C675904241,10734,9990.86,M1485642787,0,0,No,0
36,CASH_IN,368901.57,C789430937,451784.79,820686.36,C440708502,4173967.75,3805066.17,No,0
323,CASH_OUT,36354.74,C723478832,0,0,C253768435,1149808.12,1186162.86,No,0
94,CASH_OUT,377102.06,C358993895,0,0,C304526487,2791887.86,3168989.93,No,0
281,CASH_OUT,9899.84,C499186888,0,0,C281890326,206605.79,216505.63,No,0
213,CASH_OUT,193891.96,C875738363,0,0,C1818956150,3919365.92,4113257.88,No,0
262,TRANSFER,763806.17,C185894844,0,0,C1987087058,1206039.87,1969846.05,No,0
140,DEBIT,2024.35,C2041361668,31089,29064.65,C454317647,308062.09,310086.44,No,0
351,PAYMENT,12094.6,C1134172188,54953,42858.4,M1187500829,0,0,No,0
329,CASH_OUT,17093.54,C245721211,0,0,C1990797541,374332.82,391426.37,No,0
500,PAYMENT,10505.35,C1814405392,0,0,M591700507,0,0,No,0
522,CASH_OUT,432093.3,C14758438,0,0,C169002706,1111587.28,1543680.58,No,0
327,CASH_OUT,110090.95,C1130214407,12126,0,C987777332,52344.25,162435.2,No,0
348,CASH_IN,201317.22,C684255000,2895194.13,3096511.35,C1741297567,2474473.91,2273156.69,No,0
134,CASH_OUT,126297.12,C1440753288,0,0,C442496306,170162.75,296459.87,No,0
305,CASH_IN,56434.78,C1984600528,21703799.1,21760233.88,C275466352,99974,43539.22,No,0
131,CASH_OUT,268657.39,C126719041,0,0,C1881960472,4574804.52,4843461.91,No,0
192,CASH_OUT,161933.81,C989985854,0,0,C2135180671,1699429.46,1861363.27,No,0
396,CASH_OUT,187741.81,C541264266,0,0,C1981929111,861002.45,1048744.26,No,0
504,TRANSFER,138048.52,C1877863116,138048.52,0,C1533281477,0,0,Si,0
401,CASH_OUT,50223.63,C833158606,3656,0,C1537304845,115414.64,165638.27,No,0
15,CASH_OUT,316809.24,C71090665,198449,0,C2086665808,1940329.84,2257139.08,No,0
257,CASH_OUT,341778.74,C1811873387,26576,0,C1348355402,2026662.75,2578863.73,No,0
164,TRANSFER,76682.74,C494864418,19901,0,C1013739042,0,76682.74,No,0
252,CASH_IN,117739.87,C1737387776,3836377.85,3954117.72,C626274719,933447.21,815707.34,No,0
305,CASH_OUT,372146.88,C1802729253,9516,0,C2044199427,0,695806.73,No,0
326,CASH_OUT,12898.3,C524803233,0,0,C1727118510,65263.53,78161.82,No,0
281,CASH_IN,124002.21,C242766539,84169,208171.21,C1934143742,0,0,No,0
378,CASH_IN,94378.94,C401082792,1872986.53,1967365.46,C1063303686,11637012.87,11542633.94,No,0
353,PAYMENT,30114.34,C1575971690,68828,38713.66,M2086631893,0,0,No,0
592,CASH_OUT,369306.87,C131199741,369306.87,0,C1863134170,786338.72,1155645.58,Si,0
168,CASH_OUT,237609.26,C1919577565,0,0,C599265282,2939704.31,3177313.57,No,0
49,CASH_IN,283184.58,C1203626433,1965510.54,2248695.12,C1663686815,987280.63,704096.06,No,0
151,CASH_OUT,1766811.07,C1812465307,1766811.07,0,C1438776235,618077.7,2384888.77,Si,0
212,TRANSFER,36035.11,C1338159838,36035.11,0,C18838691,0,0,Si,0
235,CASH_OUT,142540.33,C316556205,0,0,C1398990260,504667.31,647207.63,No,0
351,CASH_OUT,110140.58,C2055499630,0,0,C507214670,542197.81,652338.39,No,0
692,CASH_OUT,334498.01,C82065893,0,0,C2020281248,2693525.4,3028023.4,No,0
425,CASH_OUT,204030.2,C1353907463,204030.2,0,C79931133,0,204030.2,Si,0
162,CASH_OUT,162600.92,C496886811,0,0,C495516539,631206.82,793807.74,No,0
256,PAYMENT,11413.58,C2024660724,4154,0,M477287202,0,0,No,0
183,CASH_OUT,51420,C1755737455,0,0,C476430242,177460.45,228880.45,No,0
162,CASH_OUT,405959.71,C1221651094,0,0,C429175915,425238.34,831198.05,No,0
19,CASH_IN,106522.99,C1871713075,50175,156697.99,C2104374402,4122957.52,4016434.53,No,0
132,CASH_IN,232403.5,C86807086,9090364.65,9322768.15,C219212467,1193611.04,961207.54,No,0
544,PAYMENT,12344.92,C614164083,21101,8756.08,M2036729333,0,0,No,0
330,PAYMENT,16652.33,C296046815,2113,0,M1752574928,0,0,No,0
178,PAYMENT,12951.46,C539005680,26395,13443.54,M2068543674,0,0,No,0
353,CASH_IN,395045.52,C478051341,84440,479485.52,C1972959800,403121.22,8075.7,No,0
688,PAYMENT,28716.85,C503486152,124667,95950.15,M929841741,0,0,No,0
369,CASH_IN,225837.44,C957746390,30218,256055.44,C1027774845,344487.09,118649.64,No,0
401,PAYMENT,9840.97,C846695044,0,0,M380739314,0,0,No,0
239,CASH_IN,219636.47,C1547844646,2320798.06,2540434.53,C1497927052,538908.31,319271.84,No,0
236,PAYMENT,12273.22,C634946450,6466,0,M1440065519,0,0,No,0
310,CASH_OUT,165623.22,C1026801089,91612.98,0,C110057745,1449544.51,1615167.73,No,0
144,TRANSFER,102750.55,C231882139,102750.55,0,C908283595,0,0,Si,0
497,TRANSFER,3695429.98,C1497936234,3695429.98,0,C305200409,0,0,Si,0
137,CASH_OUT,149812.81,C1225284180,224,0,C425544174,0,149812.81,No,0
352,CASH_IN,114095.95,C1752421908,3318596.08,3432692.04,C957264225,1391832.72,1277736.77,No,0
208,PAYMENT,5898.34,C1040138994,11100,5201.66,M671307255,0,0,No,0
133,TRANSFER,1821401.39,C1820258489,3385,0,C473810949,264935.25,2086336.64,No,0
356,CASH_IN,280229.51,C1730776202,741235.54,1021465.04,C1567219361,1755529.66,1475300.15,No,0
130,CASH_IN,68379.92,C216952491,2366260.8,2434640.72,C345171035,439672.94,371293.02,No,0
226,CASH_OUT,455642.49,C892783226,0,0,C2008892276,5574381.28,6030023.77,No,0
360,DEBIT,2767.68,C82179875,262,0,C1872451093,356864.04,359631.72,No,0
231,CASH_OUT,382690.08,C628781128,0,0,C272247868,665895.5,1048585.58,No,0
592,CASH_OUT,51071.66,C1091467557,15149,0,C628235658,0,51071.66,No,0
544,CASH_IN,39368.8,C452186866,8924943.68,8964312.48,C667076483,2620137.7,2580768.91,No,0
348,TRANSFER,2021991.36,C805924557,193,0,C1628317826,1263591.45,3285582.81,No,0
327,CASH_OUT,218398.26,C1416227053,146086.28,0,C1983612745,758080.53,976478.79,No,0
373,PAYMENT,11301.61,C197019593,21334,10032.39,M512294207,0,0,No,0
167,CASH_IN,63818.53,C2020990127,6509975.32,6573793.85,C73850537,156067.46,92248.94,No,0
226,CASH_OUT,16675.7,C524341707,21713,5037.3,C804133802,559803.73,576479.43,No,0
321,TRANSFER,38600.3,C93933515,25259,0,C997880099,10418265.59,10456865.89,No,0
204,PAYMENT,15786.54,C590733668,0,0,M2120047298,0,0,No,0
184,CASH_IN,443814.61,C1548795949,4358036.11,4801850.73,C1384148874,3882173.32,3438358.7,No,0
692,CASH_OUT,292903.46,C1427984025,0,0,C1060496634,13263217.58,13556121.04,No,0
257,CASH_IN,139985.68,C1920042236,15786148.64,15926134.31,C639509444,237495.41,97509.73,No,0
329,CASH_OUT,409223.01,C1746473877,36455,0,C1871437847,1240501.82,1649724.83,No,0
522,CASH_IN,217724.29,C1756686404,12514526.57,12732250.86,C1583245323,3126745.01,2909020.72,No,0
405,CASH_IN,90668.86,C1010945429,380150.42,470819.28,C1991098611,157543.51,66874.65,No,0
156,CASH_IN,292387.43,C794873627,79629,372016.43,C691276742,0,0,No,0
139,CASH_OUT,2203.94,C1596363820,21735,19531.06,C1090233463,1343702.38,1345906.31,No,0
399,PAYMENT,51371.87,C978222172,453384.63,402012.76,M1386071180,0,0,No,0
234,PAYMENT,9949.93,C7258124,1316,0,M425959239,0,0,No,0
371,PAYMENT,8065.54,C1553205791,47707.19,39641.65,M1931593157,0,0,No,0
733,CASH_OUT,1548376.44,C1168267667,1548376.44,0,C2079585143,2317541.56,3865918,Si,0
278,PAYMENT,2942.22,C280541658,70247,67304.78,M1350385413,0,0,No,0
131,PAYMENT,8061.68,C1846575292,31437.89,23376.2,M173384433,0,0,No,0
235,CASH_OUT,46897.1,C706933789,30053,0,C1562697088,2221791.5,2268688.59,No,0
206,PAYMENT,798.35,C1227166537,0,0,M102284258,0,0,No,0
353,PAYMENT,41169.98,C1525232404,0,0,M1062884591,0,0,No,0
163,CASH_OUT,162735.51,C2059241366,0,0,C1661671605,7400461.89,7563197.4,No,0
281,CASH_IN,100914.59,C582654767,34479,135393.59,C876373474,1004167.07,1066639.85,No,0
232,TRANSFER,2898.09,C700411853,2898.09,0,C91566300,0,0,Si,0
578,CASH_OUT,118106.94,C984782155,118106.94,0,C1461492607,1908450.58,2026557.52,Si,0
15,CASH_OUT,206795.22,C1073745190,132789.5,0,C1944258509,0,206795.22,No,0
133,PAYMENT,9550.25,C1539596941,0,0,M116429926,0,0,No,0
637,TRANSFER,246280.14,C1198680659,246280.14,0,C2025541637,0,0,Si,0
17,CASH_OUT,222270.76,C72114739,3556,0,C590771061,7508894.3,7777205.96,No,0
232,PAYMENT,6340.21,C581459987,57436,51095.79,M442162059,0,0,No,0
259,PAYMENT,973.48,C930842535,0,0,M1631364820,0,0,No,0
351,CASH_OUT,40373.21,C1661782934,0,0,C958853077,194347.04,234720.25,No,0
208,CASH_IN,10919.04,C707883236,125382,136301.04,C267013460,0,0,No,0
307,CASH_OUT,188095.6,C1895555708,10824,0,C1190016979,30980.01,219075.61,No,0
11,CASH_IN,560238.21,C621214752,47608,607846.21,C650991344,0,0,No,0
402,CASH_OUT,338823,C2139337355,0,0,C1239720371,6376658.48,6715481.47,No,0
17,CASH_OUT,27021.79,C1719663384,562,0,C1983666829,0,27021.79,No,0
285,PAYMENT,5239.76,C733571703,10283,5043.24,M629128979,0,0,No,0
190,PAYMENT,14650.61,C158036139,0,0,M1726662600,0,0,No,0
380,CASH_IN,19729.32,C354704634,189625.25,209354.56,C132626451,87796.15,68066.83,No,0
374,CASH_IN,93504.02,C258098149,22215890.47,22309394.49,C991505714,47043189.76,46949685.74,No,0
161,PAYMENT,12565.13,C1005351641,0,0,M273453261,0,0,No,0
252,CASH_IN,217315.75,C545926170,1181507.03,1398822.78,C383014345,787663.07,570347.32,No,0
250,CASH_OUT,242658.41,C538168920,0,0,C945556664,3382415.57,3625073.98,No,0
132,PAYMENT,3582.68,C1725472943,0,0,M34265504,0,0,No,0
394,CASH_OUT,204696.91,C977054257,441,0,C672262190,3375491.33,3580188.23,No,0
547,CASH_IN,247758.16,C386447382,9309146.56,9556904.73,C2131010956,618054.7,370296.54,No,0
254,CASH_OUT,146068.72,C1188465708,32501,0,C320202966,0,146068.72,No,0
20,CASH_OUT,56618.31,C797647452,32043,0,C1128407310,1890002.93,1946621.24,No,0
279,CASH_OUT,28200.32,C872812894,889,0,C1645178886,0,28200.32,No,0
373,CASH_OUT,56082,C1197056033,0,0,C590389914,2149224.47,2205306.47,No,0
255,CASH_OUT,178820.88,C1174582586,42177,0,C257698898,769702.28,948523.16,No,0
136,CASH_OUT,88048.26,C151392159,0,0,C1132421527,1994281.62,2082329.88,No,0
407,TRANSFER,2085274.39,C1416924629,2085274.39,0,C1987694854,0,0,Si,0
401,PAYMENT,17270.66,C806534117,0,0,M1485121098,0,0,No,0
166,TRANSFER,1167558.93,C1521647614,0,0,C1880832297,5028749.86,6196308.79,No,0
396,PAYMENT,12628.55,C346093161,0,0,M534275247,0,0,No,0
324,TRANSFER,450458.78,C1707425123,450458.78,0,C226736635,0,0,Si,0
396,PAYMENT,52899.52,C822286493,0,0,M445028466,0,0,No,0
404,CASH_IN,267005.08,C936618046,3892446.85,4159451.94,C2135209512,316576.29,49571.2,No,0
376,PAYMENT,15141.66,C869528232,0,0,M1791422998,0,0,No,0
589,PAYMENT,5260.45,C661007649,0,0,M629620038,0,0,No,0
225,PAYMENT,31859.96,C1092293512,233582,201722.04,M1840080307,0,0,No,0
369,PAYMENT,5234.06,C758541349,19126.13,13892.07,M886659963,0,0,No,0
227,CASH_IN,545298.67,C484550726,2057003.68,2602302.35,C698606557,732609.59,187310.91,No,0
205,CASH_OUT,1711.94,C312149431,962,0,C6604409,71851.35,73563.29,No,0
137,CASH_OUT,180451.84,C891436326,0,0,C2064912707,1542768.17,1723220.02,No,0
31,TRANSFER,587031.2,C1909564191,587031.2,0,C2047987632,0,0,Si,0
404,CASH_IN,63312.43,C816283239,19941263.61,20004576.04,C1726337274,5792292.28,5728979.85,No,0
333,CASH_IN,67641.96,C895859505,4538968.13,4606610.1,C2047454366,517119.84,449477.88,No,0
544,TRANSFER,412668.39,C1136118351,412668.39,0,C296079246,0,0,Si,0
135,CASH_IN,183116.88,C1218340802,106622.38,289739.26,C1048041108,1325647.54,1142530.67,No,0
156,CASH_OUT,805319.81,C1597187760,805319.81,0,C1975329762,0,805319.81,Si,0
303,PAYMENT,9568.54,C1870516461,102141,92572.46,M1776138857,0,0,No,0
402,CASH_OUT,136897.8,C139297736,0,0,C559789416,660575.49,942097.52,No,0
298,CASH_OUT,295433.62,C1590585311,0,0,C374796806,823645.39,1119079.01,No,0
710,CASH_OUT,121993.35,C272840623,127984,5990.65,C1063418243,2026385.49,2148378.84,No,0
406,TRANSFER,4737833.35,C1353278775,4737833.35,0,C547279990,0,0,Si,0
